xArr2,yArr2,zArr2
1.9,-0.3,-0.705564134
1.9,-0.2,-0.822812088
1.9,-0.1,-0.264947502
1.9,0.0,-0.898444248
1.9,0.1,-0.25597645
1.9,0.2,-0.029385929
1.9,0.3,-0.316812414
1.9,0.4,-0.24514351
1.9,0.5,-0.10464093
1.9,0.6,-0.176731259
1.9,0.7,0.084865581
1.9,0.8,0.435852573
1.9,0.9,0.522452936
1.9,1.0,0.769875338
2.0,-3.0,-3.733130131
2.0,-2.9,-3.479572881
2.0,-2.8,-3.516360657
2.0,-2.7,-3.382879841
2.0,-2.6,-3.573228197
2.0,-2.5,-2.578009155
2.0,-2.4,-3.088858871
2.0,-2.3,-2.776542758
2.0,-2.2,-2.580520698
2.0,-2.1,-2.618243188
2.0,-2.0,-2.073962928
2.0,-1.9,-2.895438939
2.0,-1.8,-2.430274343
2.0,-1.7,-1.980379652
2.0,-1.6,-2.49545369
2.0,-1.5,-1.94962324
2.0,-1.4,-2.212103954
2.0,-1.3,-1.372918228
2.0,-1.2,-1.635220379
2.0,-1.1,-1.463803061
2.0,-1.0,-1.751368767
2.0,-0.9,-1.629764625
2.0,-0.8,-1.464011079
2.0,-0.7,-0.740969398
2.0,-0.6,-1.155787459
2.0,-0.5,-0.617752943
2.0,-0.4,-0.410622463
2.0,-0.3,-0.549547447
2.0,-0.2,-0.996038903
2.0,-0.1,-0.543527
2.0,0.0,-0.552779651
2.0,0.1,-0.563181646
2.0,0.2,-0.154356971
2.0,0.3,0.105797047
2.0,0.4,-0.265792379
2.0,0.5,0.367719622
2.0,0.6,-0.240409819
2.0,0.7,0.557372373
2.0,0.8,0.509202342
2.0,0.9,0.398103921
2.0,1.0,0.187261236
